date,city,description
2016-05-11,Denver,broken clouds
2016-05-11,Detroit,overcast clouds
2016-05-11,Eilat,sky is clear
2016-05-11,Haifa,few clouds
2016-05-11,Houston,mist
2016-05-11,Indianapolis,broken clouds
2016-05-11,Jacksonville,broken clouds
2016-05-11,Jerusalem,few clouds
2016-05-11,Kansas City,sky is clear
2016-05-11,Las Vegas,sky is clear
2016-05-11,Los Angeles,haze
2016-05-11,Miami,scattered clouds
2016-05-11,Minneapolis,mist
2016-05-11,Montreal,sky is clear
2016-05-11,Nahariyya,few clouds
2016-05-11,Nashville,broken clouds
2016-05-11,New York,broken clouds
2016-05-11,Philadelphia,mist
2016-05-11,Phoenix,sky is clear
2016-05-11,Pittsburgh,mist
2016-05-11,Portland,few clouds
2016-05-11,Saint Louis,fog
2016-05-11,San Antonio,haze
2016-05-11,San Diego,broken clouds
2016-05-11,San Francisco,light rain
2016-05-11,Seattle,sky is clear
2016-05-11,Tel Aviv District,few clouds
2016-05-11,Toronto,sky is clear
2016-05-11,Vancouver,sky is clear
2016-05-12,Albuquerque,sky is clear
2016-05-12,Atlanta,sky is clear
2016-05-12,Beersheba,sky is clear
2016-05-12,Boston,sky is clear
2016-05-12,Charlotte,mist
2016-05-12,Chicago,mist
2016-05-12,Dallas,light rain
2016-05-12,Denver,few clouds
2016-05-12,Detroit,mist
2016-05-12,Eilat,sky is clear
2016-05-12,Haifa,sky is clear
2016-05-12,Houston,mist
2016-05-12,Indianapolis,overcast clouds
2016-05-12,Jacksonville,broken clouds
2016-05-12,Jerusalem,sky is clear
2016-05-12,Kansas City,sky is clear
2016-05-12,Las Vegas,sky is clear
2016-05-12,Los Angeles,haze
2016-05-12,Miami,broken clouds
2016-05-12,Minneapolis,mist
2016-05-12,Montreal,sky is clear
2016-05-12,Nahariyya,sky is clear
2016-05-12,Nashville,overcast clouds
2016-05-12,New York,mist
2016-05-12,Philadelphia,mist
2016-05-12,Phoenix,sky is clear
2016-05-12,Pittsburgh,fog
2016-05-12,Portland,few clouds
2016-05-12,Saint Louis,light rain
2016-05-12,San Antonio,mist
2016-05-12,San Diego,haze
2016-05-12,San Francisco,mist
2016-05-12,Seattle,sky is clear
2016-05-12,Tel Aviv District,sky is clear
2016-05-12,Toronto,sky is clear
2016-05-12,Vancouver,sky is clear
2016-05-13,Albuquerque,few clouds
2016-05-13,Atlanta,mist
2016-05-13,Beersheba,sky is clear
2016-05-13,Boston,mist
2016-05-13,Charlotte,mist
2016-05-13,Chicago,few clouds
2016-05-13,Dallas,moderate rain
2016-05-13,Denver,broken clouds
2016-05-13,Detroit,mist
2016-05-13,Eilat,sky is clear
2016-05-13,Haifa,sky is clear
2016-05-13,Houston,mist
2016-05-13,Indianapolis,few clouds
2016-05-13,Jacksonville,scattered clouds
2016-05-13,Jerusalem,sky is clear
2016-05-13,Kansas City,sky is clear
2016-05-13,Las Vegas,sky is clear
2016-05-13,Los Angeles,mist
2016-05-13,Miami,scattered clouds
2016-05-13,Minneapolis,overcast clouds
2016-05-13,Montreal,overcast clouds
2016-05-13,Nahariyya,sky is clear
2016-05-13,Nashville,sky is clear
2016-05-13,New York,mist
2016-05-13,Philadelphia,mist
2016-05-13,Phoenix,sky is clear
2016-05-13,Pittsburgh,broken clouds
2016-05-13,Portland,few clouds
2016-05-13,Saint Louis,sky is clear
2016-05-13,San Antonio,broken clouds
2016-05-13,San Diego,haze
2016-05-13,San Francisco,overcast clouds
2016-05-13,Seattle,sky is clear
2016-05-13,Tel Aviv District,sky is clear
2016-05-13,Toronto,mist
2016-05-13,Vancouver,sky is clear
2016-05-14,Albuquerque,broken clouds
2016-05-14,Atlanta,sky is clear
2016-05-14,Beersheba,sky is clear
2016-05-14,Boston,mist
2016-05-14,Charlotte,sky is clear
2016-05-14,Chicago,overcast clouds
2016-05-14,Dallas,moderate rain
2016-05-14,Denver,overcast clouds
2016-05-14,Detroit,mist
2016-05-14,Eilat,sky is clear
2016-05-14,Haifa,sky is clear
2016-05-14,Houston,fog
2016-05-14,Indianapolis,overcast clouds
2016-05-14,Jacksonville,few clouds
2016-05-14,Jerusalem,sky is clear
2016-05-14,Kansas City,sky is clear
2016-05-14,Las Vegas,sky is clear
2016-05-14,Los Angeles,overcast clouds
2016-05-14,Miami,broken clouds
2016-05-14,Minneapolis,overcast clouds
2016-05-14,Montreal,few clouds
2016-05-14,Nahariyya,sky is clear
2016-05-14,Nashville,sky is clear
2016-05-14,New York,mist
2016-05-14,Philadelphia,mist
2016-05-14,Phoenix,sky is clear
2016-05-14,Pittsburgh,sky is clear
2016-05-14,Portland,smoke
2016-05-14,Saint Louis,overcast clouds
2016-05-14,San Antonio,sky is clear
2016-05-14,San Diego,haze
2016-05-14,San Francisco,few clouds
2016-05-14,Seattle,sky is clear
2016-05-14,Tel Aviv District,sky is clear
2016-05-14,Toronto,overcast clouds
2016-05-14,Vancouver,sky is clear
2016-05-15,Albuquerque,broken clouds
2016-05-15,Atlanta,sky is clear
2016-05-15,Beersheba,sky is clear
2016-05-15,Boston,sky is clear
2016-05-15,Charlotte,sky is clear
2016-05-15,Chicago,broken clouds
2016-05-15,Dallas,overcast clouds
2016-05-15,Denver,overcast clouds
2016-05-15,Detroit,broken clouds
2016-05-15,Eilat,haze
2016-05-15,Haifa,sky is clear
2016-05-15,Houston,mist
2016-05-15,Indianapolis,broken clouds
2016-05-15,Jacksonville,broken clouds
2016-05-15,Jerusalem,sky is clear
2016-05-15,Kansas City,sky is clear
2016-05-15,Las Vegas,sky is clear
2016-05-15,Los Angeles,overcast clouds
2016-05-15,Miami,scattered clouds
2016-05-15,Minneapolis,sky is clear
2016-05-15,Montreal,overcast clouds
2016-05-15,Nahariyya,sky is clear
2016-05-15,Nashville,few clouds
2016-05-15,New York,light rain
2016-05-15,Philadelphia,light rain
2016-05-15,Phoenix,sky is clear
2016-05-15,Pittsburgh,light rain
2016-05-15,Portland,mist
2016-05-15,Saint Louis,sky is clear
2016-05-15,San Antonio,mist
2016-05-15,San Diego,broken clouds
2016-05-15,San Francisco,mist
2016-05-15,Seattle,light intensity drizzle
2016-05-15,Tel Aviv District,sky is clear
2016-05-15,Toronto,light intensity shower rain
2016-05-15,Vancouver,sky is clear
2016-05-16,Albuquerque,scattered clouds
2016-05-16,Atlanta,sky is clear
2016-05-16,Beersheba,sky is clear
2016-05-16,Boston,broken clouds
2016-05-16,Charlotte,sky is clear
2016-05-16,Chicago,few clouds
2016-05-16,Dallas,overcast clouds
2016-05-16,Denver,mist
2016-05-16,Detroit,few clouds
2016-05-16,Eilat,sky is clear
2016-05-16,Haifa,sky is clear
2016-05-16,Houston,mist
2016-05-16,Indianapolis,few clouds
2016-05-16,Jacksonville,broken clouds
2016-05-16,Jerusalem,sky is clear
2016-05-16,Kansas City,mist
2016-05-16,Las Vegas,sky is clear
2016-05-16,Los Angeles,overcast clouds
2016-05-16,Miami,broken clouds
2016-05-16,Minneapolis,scattered clouds
2016-05-16,Montreal,light intensity shower rain
2016-05-16,Nahariyya,sky is clear
2016-05-16,Nashville,overcast clouds
2016-05-16,New York,few clouds
2016-05-16,Philadelphia,few clouds
2016-05-16,Phoenix,sky is clear
2016-05-16,Pittsburgh,sky is clear
2016-05-16,Portland,light rain
2016-05-16,Saint Louis,light rain
2016-05-16,San Antonio,mist
2016-05-16,San Diego,broken clouds
2016-05-16,San Francisco,mist
2016-05-16,Seattle,mist
2016-05-16,Tel Aviv District,sky is clear
2016-05-16,Toronto,sky is clear
2016-05-16,Vancouver,broken clouds
2016-05-17,Albuquerque,broken clouds
2016-05-17,Atlanta,broken clouds
2016-05-17,Beersheba,sky is clear
2016-05-17,Boston,sky is clear
2016-05-17,Charlotte,light intensity drizzle
2016-05-17,Chicago,light rain
2016-05-17,Dallas,broken clouds
2016-05-17,Denver,mist
2016-05-17,Detroit,light rain
2016-05-17,Eilat,sky is clear
2016-05-17,Haifa,sky is clear
2016-05-17,Houston,mist
2016-05-17,Indianapolis,light rain
2016-05-17,Jacksonville,overcast clouds
2016-05-17,Jerusalem,sky is clear
2016-05-17,Kansas City,mist
2016-05-17,Las Vegas,sky is clear
2016-05-17,Los Angeles,overcast clouds
2016-05-17,Miami,broken clouds
2016-05-17,Minneapolis,few clouds
2016-05-17,Montreal,broken clouds
2016-05-17,Nahariyya,sky is clear
2016-05-17,Nashville,light rain
2016-05-17,New York,sky is clear
2016-05-17,Philadelphia,light rain
2016-05-17,Phoenix,sky is clear
2016-05-17,Pittsburgh,sky is clear
2016-05-17,Portland,light rain
2016-05-17,Saint Louis,mist
2016-05-17,San Antonio,mist
2016-05-17,San Diego,overcast clouds
2016-05-17,San Francisco,mist
2016-05-17,Seattle,overcast clouds
2016-05-17,Tel Aviv District,sky is clear
2016-05-17,Toronto,mist
2016-05-17,Vancouver,sky is clear
2016-05-18,Albuquerque,overcast clouds
2016-05-18,Atlanta,overcast clouds
2016-05-18,Beersheba,sky is clear
2016-05-18,Boston,overcast clouds
2016-05-18,Charlotte,mist
2016-05-18,Chicago,broken clouds
2016-05-18,Dallas,overcast clouds
2016-05-18,Denver,light rain
2016-05-18,Detroit,few clouds
2016-05-18,Eilat,sky is clear
2016-05-18,Haifa,few clouds
2016-05-18,Houston,broken clouds
2016-05-18,Indianapolis,mist
2016-05-18,Jacksonville,broken clouds
2016-05-18,Jerusalem,scattered clouds
2016-05-18,Kansas City,sky is clear
2016-05-18,Las Vegas,sky is clear
2016-05-18,Los Angeles,haze
2016-05-18,Miami,proximity thunderstorm
2016-05-18,Minneapolis,sky is clear
2016-05-18,Montreal,few clouds
2016-05-18,Nahariyya,few clouds
2016-05-18,Nashville,overcast clouds
2016-05-18,New York,broken clouds
2016-05-18,Philadelphia,mist
2016-05-18,Phoenix,broken clouds
2016-05-18,Pittsburgh,mist
2016-05-18,Portland,broken clouds
2016-05-18,Saint Louis,light rain
2016-05-18,San Antonio,overcast clouds
2016-05-18,San Diego,overcast clouds
2016-05-18,San Francisco,mist
2016-05-18,Seattle,sky is clear
2016-05-18,Tel Aviv District,scattered clouds
2016-05-18,Toronto,sky is clear
2016-05-18,Vancouver,sky is clear
2016-05-19,Albuquerque,broken clouds
2016-05-19,Atlanta,broken clouds
2016-05-19,Beersheba,sky is clear
2016-05-19,Boston,broken clouds
2016-05-19,Charlotte,mist
2016-05-19,Chicago,few clouds
2016-05-19,Dallas,mist
2016-05-19,Denver,few clouds
2016-05-19,Detroit,few clouds
2016-05-19,Eilat,sky is clear
2016-05-19,Haifa,sky is clear
2016-05-19,Houston,mist
2016-05-19,Indianapolis,few clouds
2016-05-19,Jacksonville,mist
2016-05-19,Jerusalem,few clouds
2016-05-19,Kansas City,sky is clear
2016-05-19,Las Vegas,sky is clear
2016-05-19,Los Angeles,haze
2016-05-19,Miami,broken clouds
2016-05-19,Minneapolis,sky is clear
2016-05-19,Montreal,broken clouds
2016-05-19,Nahariyya,sky is clear
2016-05-19,Nashville,scattered clouds
2016-05-19,New York,broken clouds
2016-05-19,Philadelphia,light rain
2016-05-19,Phoenix,sky is clear
2016-05-19,Pittsburgh,sky is clear
2016-05-19,Portland,light rain
2016-05-19,Saint Louis,light rain
2016-05-19,San Antonio,mist
2016-05-19,San Diego,mist
2016-05-19,San Francisco,mist
2016-05-19,Seattle,light rain
2016-05-19,Tel Aviv District,scattered clouds
2016-05-19,Toronto,overcast clouds
2016-05-19,Vancouver,light intensity shower rain
2016-05-20,Albuquerque,few clouds
2016-05-20,Atlanta,mist
2016-05-20,Beersheba,sky is clear
2016-05-20,Boston,mist
2016-05-20,Charlotte,mist
2016-05-20,Chicago,overcast clouds
2016-05-20,Dallas,mist
2016-05-20,Denver,broken clouds
2016-05-20,Detroit,overcast clouds
2016-05-20,Eilat,sky is clear
2016-05-20,Haifa,few clouds
2016-05-20,Houston,mist
2016-05-20,Indianapolis,overcast clouds
2016-05-20,Jacksonville,mist
2016-05-20,Jerusalem,sky is clear
2016-05-20,Kansas City,overcast clouds
2016-05-20,Las Vegas,sky is clear
2016-05-20,Los Angeles,overcast clouds
2016-05-20,Miami,broken clouds
2016-05-20,Minneapolis,broken clouds
2016-05-20,Montreal,few clouds
2016-05-20,Nahariyya,few clouds
2016-05-20,Nashville,broken clouds
2016-05-20,New York,sky is clear
2016-05-20,Philadelphia,sky is clear
2016-05-20,Phoenix,sky is clear
2016-05-20,Pittsburgh,sky is clear
2016-05-20,Portland,overcast clouds
2016-05-20,Saint Louis,sky is clear
2016-05-20,San Antonio,sky is clear
2016-05-20,San Diego,broken clouds
2016-05-20,San Francisco,haze
2016-05-20,Seattle,light rain
2016-05-20,Tel Aviv District,sky is clear
2016-05-20,Toronto,sky is clear
2016-05-20,Vancouver,sky is clear
2016-05-21,Albuquerque,few clouds
2016-05-21,Atlanta,mist
2016-05-21,Beersheba,sky is clear
2016-05-21,Boston,sky is clear
2016-05-21,Charlotte,light intensity drizzle
2016-05-21,Chicago,broken clouds
2016-05-21,Dallas,sky is clear
2016-05-21,Denver,broken clouds
2016-05-21,Detroit,overcast clouds
2016-05-21,Eilat,sky is clear
2016-05-21,Haifa,sky is clear
2016-05-21,Houston,mist
2016-05-21,Indianapolis,broken clouds
2016-05-21,Jacksonville,light rain
2016-05-21,Jerusalem,sky is clear
2016-05-21,Kansas City,sky is clear
2016-05-21,Las Vegas,sky is clear
2016-05-21,Los Angeles,sky is clear
2016-05-21,Miami,broken clouds
2016-05-21,Minneapolis,sky is clear
2016-05-21,Montreal,overcast clouds
2016-05-21,Nahariyya,sky is clear
2016-05-21,Nashville,broken clouds
2016-05-21,New York,broken clouds
2016-05-21,Philadelphia,overcast clouds
2016-05-21,Phoenix,sky is clear
2016-05-21,Pittsburgh,mist
2016-05-21,Portland,light rain
2016-05-21,Saint Louis,overcast clouds
2016-05-21,San Antonio,light rain
2016-05-21,San Diego,broken clouds
2016-05-21,San Francisco,mist
2016-05-21,Seattle,light intensity drizzle
2016-05-21,Tel Aviv District,sky is clear
2016-05-21,Toronto,broken clouds
2016-05-21,Vancouver,very heavy rain
2016-05-22,Albuquerque,few clouds
2016-05-22,Atlanta,sky is clear
2016-05-22,Beersheba,sky is clear
2016-05-22,Boston,overcast clouds
2016-05-22,Charlotte,overcast clouds
2016-05-22,Chicago,few clouds
2016-05-22,Dallas,mist
2016-05-22,Denver,few clouds
2016-05-22,Detroit,few clouds
2016-05-22,Eilat,sky is clear
2016-05-22,Haifa,sky is clear
2016-05-22,Houston,mist
2016-05-22,Indianapolis,broken clouds
2016-05-22,Jacksonville,scattered clouds
2016-05-22,Jerusalem,sky is clear
2016-05-22,Kansas City,sky is clear
2016-05-22,Las Vegas,sky is clear
2016-05-22,Los Angeles,sky is clear
2016-05-22,Miami,scattered clouds
2016-05-22,Minneapolis,few clouds
2016-05-22,Montreal,broken clouds
2016-05-22,Nahariyya,sky is clear
2016-05-22,Nashville,sky is clear
2016-05-22,New York,light rain
2016-05-22,Philadelphia,mist
2016-05-22,Phoenix,sky is clear
2016-05-22,Pittsburgh,mist
2016-05-22,Portland,light rain
2016-05-22,Saint Louis,sky is clear
2016-05-22,San Antonio,mist
2016-05-22,San Diego,broken clouds
2016-05-22,San Francisco,broken clouds
2016-05-22,Seattle,light rain
2016-05-22,Tel Aviv District,sky is clear
2016-05-22,Toronto,sky is clear
2016-05-22,Vancouver,light intensity shower rain
2016-05-23,Albuquerque,few clouds
2016-05-23,Atlanta,sky is clear
2016-05-23,Beersheba,sky is clear
2016-05-23,Boston,overcast clouds
2016-05-23,Charlotte,mist
2016-05-23,Chicago,few clouds
2016-05-23,Dallas,overcast clouds
2016-05-23,Denver,broken clouds
2016-05-23,Detroit,sky is clear
2016-05-23,Eilat,sky is clear
2016-05-23,Haifa,broken clouds
2016-05-23,Houston,mist
2016-05-23,Indianapolis,sky is clear
2016-05-23,Jacksonville,few clouds
2016-05-23,Jerusalem,scattered clouds
2016-05-23,Kansas City,sky is clear
2016-05-23,Las Vegas,sky is clear
2016-05-23,Los Angeles,sky is clear
2016-05-23,Miami,broken clouds
2016-05-23,Minneapolis,broken clouds
2016-05-23,Montreal,few clouds
2016-05-23,Nahariyya,broken clouds
2016-05-23,Nashville,sky is clear
2016-05-23,New York,light rain
2016-05-23,Philadelphia,mist
2016-05-23,Phoenix,sky is clear
2016-05-23,Pittsburgh,mist
2016-05-23,Portland,light rain
2016-05-23,Saint Louis,sky is clear
2016-05-23,San Antonio,overcast clouds
2016-05-23,San Diego,scattered clouds
2016-05-23,San Francisco,broken clouds
2016-05-23,Seattle,overcast clouds
2016-05-23,Tel Aviv District,scattered clouds
2016-05-23,Toronto,sky is clear
2016-05-23,Vancouver,sky is clear
2016-05-24,Albuquerque,sky is clear
2016-05-24,Atlanta,sky is clear
2016-05-24,Beersheba,light rain
2016-05-24,Boston,mist
2016-05-24,Charlotte,sky is clear
2016-05-24,Chicago,broken clouds
2016-05-24,Dallas,broken clouds
2016-05-24,Denver,broken clouds
2016-05-24,Detroit,sky is clear
2016-05-24,Eilat,sky is clear
2016-05-24,Haifa,sky is clear
2016-05-24,Houston,broken clouds
2016-05-24,Indianapolis,broken clouds
2016-05-24,Jacksonville,broken clouds
2016-05-24,Jerusalem,broken clouds
2016-05-24,Kansas City,sky is clear
2016-05-24,Las Vegas,sky is clear
2016-05-24,Los Angeles,sky is clear
2016-05-24,Miami,broken clouds
2016-05-24,Minneapolis,scattered clouds
2016-05-24,Montreal,few clouds
2016-05-24,Nahariyya,sky is clear
2016-05-24,Nashville,scattered clouds
2016-05-24,New York,mist
2016-05-24,Philadelphia,light rain
2016-05-24,Phoenix,sky is clear
2016-05-24,Pittsburgh,sky is clear
2016-05-24,Portland,broken clouds
2016-05-24,Saint Louis,sky is clear
2016-05-24,San Antonio,broken clouds
2016-05-24,San Diego,broken clouds
2016-05-24,San Francisco,overcast clouds
2016-05-24,Seattle,overcast clouds
2016-05-24,Tel Aviv District,scattered clouds
2016-05-24,Toronto,sky is clear
2016-05-24,Vancouver,broken clouds
2016-05-25,Albuquerque,sky is clear
2016-05-25,Atlanta,sky is clear
2016-05-25,Beersheba,sky is clear
2016-05-25,Boston,mist
2016-05-25,Charlotte,sky is clear
2016-05-25,Chicago,broken clouds
2016-05-25,Dallas,overcast clouds
2016-05-25,Denver,few clouds
2016-05-25,Detroit,broken clouds
2016-05-25,Eilat,sky is clear
2016-05-25,Haifa,sky is clear
2016-05-25,Houston,broken clouds
2016-05-25,Indianapolis,broken clouds
2016-05-25,Jacksonville,scattered clouds
2016-05-25,Jerusalem,sky is clear
2016-05-25,Kansas City,sky is clear
2016-05-25,Las Vegas,sky is clear
2016-05-25,Los Angeles,overcast clouds
2016-05-25,Miami,scattered clouds
2016-05-25,Minneapolis,broken clouds
2016-05-25,Montreal,broken clouds
2016-05-25,Nahariyya,sky is clear
2016-05-25,Nashville,overcast clouds
2016-05-25,New York,few clouds
2016-05-25,Philadelphia,sky is clear
2016-05-25,Phoenix,sky is clear
2016-05-25,Pittsburgh,sky is clear
2016-05-25,Portland,overcast clouds
2016-05-25,Saint Louis,sky is clear
2016-05-25,San Antonio,haze
2016-05-25,San Diego,broken clouds
2016-05-25,San Francisco,overcast clouds
2016-05-25,Seattle,overcast clouds
2016-05-25,Tel Aviv District,sky is clear
2016-05-25,Toronto,sky is clear
2016-05-25,Vancouver,few clouds
2016-05-26,Albuquerque,few clouds
2016-05-26,Atlanta,sky is clear
2016-05-26,Beersheba,sky is clear
2016-05-26,Boston,sky is clear
2016-05-26,Charlotte,sky is clear
2016-05-26,Chicago,mist
2016-05-26,Dallas,haze
2016-05-26,Denver,broken clouds
2016-05-26,Detroit,overcast clouds
2016-05-26,Eilat,sky is clear
2016-05-26,Haifa,sky is clear
2016-05-26,Houston,mist
2016-05-26,Indianapolis,overcast clouds
2016-05-26,Jacksonville,few clouds
2016-05-26,Jerusalem,sky is clear
2016-05-26,Kansas City,proximity thunderstorm
2016-05-26,Las Vegas,sky is clear
2016-05-26,Los Angeles,sky is clear
2016-05-26,Miami,few clouds
2016-05-26,Minneapolis,mist
2016-05-26,Montreal,few clouds
2016-05-26,Nahariyya,sky is clear
2016-05-26,Nashville,broken clouds
2016-05-26,New York,broken clouds
2016-05-26,Philadelphia,broken clouds
2016-05-26,Phoenix,sky is clear
2016-05-26,Pittsburgh,broken clouds
2016-05-26,Portland,overcast clouds
2016-05-26,Saint Louis,sky is clear
2016-05-26,San Antonio,mist
2016-05-26,San Diego,broken clouds
2016-05-26,San Francisco,mist
2016-05-26,Seattle,overcast clouds
2016-05-26,Tel Aviv District,sky is clear
2016-05-26,Toronto,sky is clear
2016-05-26,Vancouver,sky is clear
2016-05-27,Albuquerque,few clouds
2016-05-27,Atlanta,sky is clear
2016-05-27,Beersheba,sky is clear
2016-05-27,Boston,sky is clear
2016-05-27,Charlotte,sky is clear
2016-05-27,Chicago,overcast clouds
2016-05-27,Dallas,mist
2016-05-27,Denver,moderate rain
2016-05-27,Detroit,broken clouds
2016-05-27,Eilat,sky is clear
2016-05-27,Haifa,broken clouds
2016-05-27,Houston,mist
2016-05-27,Indianapolis,broken clouds
2016-05-27,Jacksonville,few clouds
2016-05-27,Jerusalem,scattered clouds
2016-05-27,Kansas City,mist
2016-05-27,Las Vegas,sky is clear
2016-05-27,Los Angeles,sky is clear
2016-05-27,Miami,scattered clouds
2016-05-27,Minneapolis,light rain
2016-05-27,Montreal,overcast clouds
2016-05-27,Nahariyya,broken clouds
2016-05-27,Nashville,broken clouds
2016-05-27,New York,broken clouds
2016-05-27,Philadelphia,scattered clouds
2016-05-27,Phoenix,sky is clear
2016-05-27,Pittsburgh,sky is clear
2016-05-27,Portland,light rain
2016-05-27,Saint Louis,light rain
2016-05-27,San Antonio,broken clouds
2016-05-27,San Diego,overcast clouds
2016-05-27,San Francisco,mist
2016-05-27,Seattle,overcast clouds
2016-05-27,Tel Aviv District,scattered clouds
2016-05-27,Toronto,mist
2016-05-27,Vancouver,light rain
2016-05-28,Albuquerque,few clouds
2016-05-28,Atlanta,sky is clear
2016-05-28,Beersheba,sky is clear
2016-05-28,Boston,sky is clear
2016-05-28,Charlotte,sky is clear
2016-05-28,Chicago,light rain
2016-05-28,Dallas,mist
2016-05-28,Denver,light rain
2016-05-28,Detroit,broken clouds
2016-05-28,Eilat,sky is clear
2016-05-28,Haifa,scattered clouds
2016-05-28,Houston,mist
2016-05-28,Indianapolis,broken clouds
2016-05-28,Jacksonville,scattered clouds
2016-05-28,Jerusalem,scattered clouds
2016-05-28,Kansas City,light rain
2016-05-28,Las Vegas,sky is clear
2016-05-28,Los Angeles,mist
2016-05-28,Miami,mist
2016-05-28,Minneapolis,mist
2016-05-28,Montreal,overcast clouds
2016-05-28,Nahariyya,scattered clouds
2016-05-28,Nashville,broken clouds
2016-05-28,New York,mist
2016-05-28,Philadelphia,broken clouds
2016-05-28,Phoenix,sky is clear
2016-05-28,Pittsburgh,sky is clear
2016-05-28,Portland,broken clouds
2016-05-28,Saint Louis,sky is clear
2016-05-28,San Antonio,mist
2016-05-28,San Diego,overcast clouds
2016-05-28,San Francisco,mist
2016-05-28,Seattle,light rain
2016-05-28,Tel Aviv District,scattered clouds
2016-05-28,Toronto,sky is clear
2016-05-28,Vancouver,mist
2016-05-29,Albuquerque,few clouds
2016-05-29,Atlanta,sky is clear
2016-05-29,Beersheba,sky is clear
2016-05-29,Boston,mist
2016-05-29,Charlotte,light rain
2016-05-29,Chicago,scattered clouds
2016-05-29,Dallas,broken clouds
2016-05-29,Denver,scattered clouds
2016-05-29,Detroit,sky is clear
2016-05-29,Eilat,sky is clear
2016-05-29,Haifa,few clouds
2016-05-29,Houston,broken clouds
2016-05-29,Indianapolis,broken clouds
2016-05-29,Jacksonville,few clouds
2016-05-29,Jerusalem,few clouds
2016-05-29,Kansas City,sky is clear
2016-05-29,Las Vegas,sky is clear
2016-05-29,Los Angeles,light rain
2016-05-29,Miami,scattered clouds
2016-05-29,Minneapolis,mist
2016-05-29,Montreal,broken clouds
2016-05-29,Nahariyya,few clouds
2016-05-29,Nashville,broken clouds
2016-05-29,New York,broken clouds
2016-05-29,Philadelphia,broken clouds
2016-05-29,Phoenix,sky is clear
2016-05-29,Pittsburgh,mist
2016-05-29,Portland,overcast clouds
2016-05-29,Saint Louis,sky is clear
2016-05-29,San Antonio,haze
2016-05-29,San Diego,mist
2016-05-29,San Francisco,mist
2016-05-29,Seattle,light rain
2016-05-29,Tel Aviv District,sky is clear
2016-05-29,Toronto,broken clouds
2016-05-29,Vancouver,light rain
2016-05-30,Albuquerque,broken clouds
2016-05-30,Atlanta,sky is clear
2016-05-30,Beersheba,sky is clear
2016-05-30,Boston,fog
2016-05-30,Charlotte,scattered clouds
2016-05-30,Chicago,scattered clouds
2016-05-30,Dallas,light rain
2016-05-30,Denver,sky is clear
2016-05-30,Detroit,broken clouds
2016-05-30,Eilat,sky is clear
2016-05-30,Haifa,sky is clear
2016-05-30,Houston,broken clouds
2016-05-30,Indianapolis,broken clouds
2016-05-30,Jacksonville,sky is clear
2016-05-30,Jerusalem,sky is clear
2016-05-30,Kansas City,sky is clear
2016-05-30,Las Vegas,sky is clear
2016-05-30,Los Angeles,light rain
2016-05-30,Miami,broken clouds
2016-05-30,Minneapolis,fog
2016-05-30,Montreal,overcast clouds
2016-05-30,Nahariyya,sky is clear
2016-05-30,Nashville,scattered clouds
2016-05-30,New York,mist
2016-05-30,Philadelphia,mist
2016-05-30,Phoenix,sky is clear
2016-05-30,Pittsburgh,sky is clear
2016-05-30,Portland,sky is clear
2016-05-30,Saint Louis,sky is clear
2016-05-30,San Antonio,sky is clear
2016-05-30,San Diego,overcast clouds
2016-05-30,San Francisco,mist
2016-05-30,Seattle,sky is clear
2016-05-30,Tel Aviv District,sky is clear
2016-05-30,Toronto,sky is clear
2016-05-30,Vancouver,sky is clear
2016-05-31,Albuquerque,broken clouds
2016-05-31,Atlanta,sky is clear
2016-05-31,Beersheba,sky is clear
2016-05-31,Boston,sky is clear
2016-05-31,Charlotte,scattered clouds
2016-05-31,Chicago,broken clouds
2016-05-31,Dallas,broken clouds
2016-05-31,Denver,broken clouds
2016-05-31,Detroit,sky is clear
2016-05-31,Eilat,sky is clear
2016-05-31,Haifa,sky is clear
2016-05-31,Houston,mist
2016-05-31,Indianapolis,broken clouds
2016-05-31,Jacksonville,few clouds
2016-05-31,Jerusalem,sky is clear
2016-05-31,Kansas City,sky is clear
2016-05-31,Las Vegas,sky is clear
2016-05-31,Los Angeles,light rain
2016-05-31,Miami,broken clouds
2016-05-31,Minneapolis,light rain
2016-05-31,Montreal,few clouds
2016-05-31,Nahariyya,sky is clear
2016-05-31,Nashville,broken clouds
2016-05-31,New York,broken clouds
2016-05-31,Philadelphia,light rain
2016-05-31,Phoenix,sky is clear
2016-05-31,Pittsburgh,sky is clear
2016-05-31,Portland,broken clouds
2016-05-31,Saint Louis,sky is clear
2016-05-31,San Antonio,mist
2016-05-31,San Diego,mist
2016-05-31,San Francisco,fog
2016-05-31,Seattle,sky is clear
2016-05-31,Tel Aviv District,sky is clear
2016-05-31,Toronto,sky is clear
2016-05-31,Vancouver,sky is clear
2016-06-01,Albuquerque,broken clouds
2016-06-01,Atlanta,sky is clear
2016-06-01,Beersheba,sky is clear
2016-06-01,Boston,sky is clear
2016-06-01,Charlotte,mist
2016-06-01,Chicago,broken clouds
2016-06-01,Dallas,mist
2016-06-01,Denver,broken clouds
2016-06-01,Detroit,broken clouds
2016-06-01,Eilat,sky is clear
2016-06-01,Haifa,sky is clear
2016-06-01,Houston,mist
2016-06-01,Indianapolis,broken clouds
2016-06-01,Jacksonville,few clouds
2016-06-01,Jerusalem,sky is clear
2016-06-01,Kansas City,sky is clear
2016-06-01,Las Vegas,sky is clear
2016-06-01,Los Angeles,haze
